760,留庄村站
761,南海家园五里站
762,密云交通局站
763,海淀路西口站
764,岐黄药厂东口站
765,绿城阳光站
766,鹿海园四里站
767,南口环岛站
768,程家营站
769,马务大队站
770,武警总队站
771,南辛庄站
772,田家府站
773,珍珠泉乡山东沟站
774,高丽营西站
775,地铁花梨坎站
776,老槐庄东口站
777,安华桥站
778,西板桥站
779,蔡家洼村站
780,史庄子站
781,迎宾路站
782,后沙涧站
783,西钓鱼台站
784,下郝庄村站
785,兴昌家苑站
786,天露园小区站
787,二道河中学站
788,交道口南站
789,大兴沙子营站
790,黑山北街站
791,禄米仓站
792,南苑北里站
793,石林峡站
794,上庄水库南站
795,东大街南口站
796,兴基铂尔曼饭店站
797,六经路口站
798,大运河森林公园南门站
799,酒仙桥站
800,霍屯村站
801,清河中街站
802,吴家营站
803,左安门外站
804,交道口东站
805,下北庄站
806,雁栖东二路中街站
807,来广营路口西站
808,留民庄西口站
809,霍营公交场站
810,福熙大道站
811,青龙湖路口站
812,密云南门外站
813,北顿垡北站
814,卜落垡村站
815,望楚北站
816,大山桥北站
817,西客站南广场站
818,朝阳公园西门站
819,徜徉集北站
820,通州六郎庄丁字路口站
821,暖水面站
822,航天桥西(东行)站
823,西沙窝大桥站
824,苇子水站
825,密云河南寨站
826,神龙站
827,天通东苑二区西站
828,下德龙湾站
829,南上岗村口站
830,西大营南口站
831,太子务东口站
832,云岗北区西里站
833,柳沟站
834,三毛路口站
835,七里店村委会站
836,刘家窑桥北站
837,楼梓庄桥西站
838,水郡长安小区站
839,天香颐北里站
840,国际港站
841,北苑站
842,金西路东口站
843,枣林站
844,小关站
845,坝河站
846,东庄站
847,望京西路站
848,高安屯路南口站
849,小红门站
850,龙跃苑一区东门站
851,北照台站
852,马南里站
853,东寺庄站
854,韩村站
855,邢家坞路口站
856,十八里店南站
857,双清路南口站
858,北京儿童医院站
859,水泉峪站
860,华汇商厦站
861,二零八所站
862,于家务村东口站
863,望湖公园站
864,通州李庄南站
865,莲花池站
866,正阳桥北站
867,金蝉北路西口站
868,东营站
869,挂甲峪站
870,土墙电站路口站
871,顺义妇幼保健院站
872,下禅房站
873,车公庄北站
874,郭庄村站
875,陶庄站
876,工人体育场南门站
877,大稿北站
878,世界公园公交场站
879,南口农场中学站
880,来广营西桥站
881,西四丁字街站
882,中医院站
883,双井桥南站
884,李庄北站
885,南口西大桥站
886,昊建路东口站
887,北京大学西门站
888,昌平西街中路站
889,罗家台站
890,石马峪站
891,云岗站
892,北太平路口西站
893,翠微路站
894,凉水河二街东口站
895,赵勾子村站
896,活动中心站
897,侯东仪站
898,青云店粮库站
899,宋庄铸造厂站
900,前吕庄站
901,满井站
902,西马坊站
903,东羊庄站
904,泰和一街东口站
905,安贞里站
906,西单路口东站
907,河庄营站
908,三元桥西站
909,密云开发区西口站
910,兴丰大街南站
911,南仪阁村站
912,苹果社区站
913,后南台站
914,大兴桥南站
915,今荣街站
916,二里沟西口站
917,国风美谷站
918,曙光里小区站
919,西杭子站
920,北辛安南站
921,兴武林站
922,京包路站
923,天安门西站
924,水闸北口站
925,后鲁站
926,四季香山小区站
927,尖岩村站
928,榴乡桥北站
929,丰台路口西站
930,白石桥北站
931,安岳矿站
932,沙岭子站
933,北王路站
934,十里堡小区站
935,兰花文化休闲公园北门站
936,北寺东洼站
937,顺平路口站
938,自修大学站
939,朝内小街站
940,上地佳园站
941,香秀园站
942,小沙河村公交场站
943,春晖园站
944,苏峪口站
945,延庆东店站
946,枣林东站
947,署地站
948,白盆窑站
949,平头总站
950,京旺家园七区南门站
951,丰贤中路站
952,西域山庄站
953,王龙口站
954,十六街站
955,大兴桥西站
956,国航地服站
957,研发路口站
958,小七营站
959,大红门派出所站
960,地铁孙河站
961,密云县总工会站
962,桃山商店站
963,鲁庄站
964,山东庄站
965,世纪广场站
966,清河大楼站
967,良善庄站
968,邢各庄南站
969,解村站
970,永乐庄路口站
971,羊房站
972,样田站
973,郭公庄西站
974,翁麻路口站
975,韩家铺北站
976,明光村站
977,北海北站
978,回龙观医院北门站
979,马连道北路站
980,涧头上站
981,稻田村站
982,长沟北站
983,太玉园站
984,杨闸环岛东站
985,北苑家园西站
986,金城坊街站
987,于家务西口站
988,药店站
989,工兴路口站
990,南章客站
991,苍头村站
992,张仪村站
993,银地家园站
994,青杨屯站
995,兴隆庄站
996,临河里路站
997,川北小区南门站
998,东关环岛南站
999,香花畦北门站
1000,驼房营站
1001,俸伯站
1002,北府站
1003,三环英和医院站
1004,小汤山镇政府站
1005,东石片站
1006,软件园西区站
1007,小黄塘站
1008,榆树湾站
1009,稻香湖景站
1010,杨坨煤厂站
1011,松榆北路站
1012,局里站
1013,中国石油大学站
1014,首钢西十冬奥广场站
1015,夏村西口站
1016,陈家坟南站
1017,东府路口站
1018,金顶街北口站
1019,菜市口北站
1020,天通苑环岛北站
1021,北汽东门站
1022,九渡河镇红庙站
1023,老古城站
1024,李孙洼北站
1025,宁村桥站
1026,北河站
1027,便民街站
1028,立教东站
1029,弘燕路小区站
1030,米市大街站
1031,仓上小区站
1032,永泰园小区站
1033,普惠南里站
1034,黄家场站
1035,丰滢路口南站
1036,鱼子山村口站
1037,亮甲店站
1038,国际会展中心西门站
1039,马村站
1040,重兴寺站
1041,良乡大学城北站
1042,凉水河二街站
1043,通州三中站
1044,陈家坟站
1045,新兴村站
1046,曙光里站
1047,达岩(辛沙路)站
1048,定陵道口站
1049,东方时尚驾校南门站
1050,东石门站
1051,长政南街站
1052,交道三街站
1053,天通苑太平庄站
1054,香堂休闲度假村站
1055,龙河路北口站
1056,密云鼓楼商场站
1057,地铁园博园站
1058,南卷路口站
1059,刘家河北站
1060,龙门二区站
1061,阜通站
1062,牛盆峪站
1063,南埝头站
1064,寺上东站
1065,前火岭站
1066,昌平中医医院站
1067,花乡桥北站
1068,仙泽园站
1069,南沙滩站
1070,东坝建材城站
1071,小东各庄村站
1072,羊头岗站
1073,白洋峪站
1074,永大路西站
1075,海户屯站
1076,通州北马庄站
1077,通州东关西站
1078,庙儿岗站
1079,李旗庄站
1080,后沙涧路站
1081,富力丹麦小镇站
1082,永定门站
1083,北沙滩桥南站
1084,中国农业大学西校区站
1085,劲松南路西口站
1086,北京理工大学分校站
1087,长阳国际城西口站
1088,东北旺西路北口站
1089,燕郊火车站口站
1090,西王化营路口站
1091,长子营镇政府站
1092,下奶山站
1093,四渡站
1094,昊腾家园站
1095,燕化北庄站
1096,行宫东门站
1097,果园环岛北站
1098,亦庄工业园区站
1099,北京演艺专修学院站
1100,商务会馆站
1101,胡店站
1102,方和正圆工业园站
1103,西集站
1104,永泰小区站
1105,黑水湾站
1106,佟麟阁大街站
1107,瑞海三区站
1108,西华山站
1109,黄村公园站
1110,金家村桥北站
1111,太阳家园站
1112,怀柔县城站
1113,地铁良乡南关站
1114,康静里南站
1115,马驹桥邮局站
1116,北环市场站
1117,果园环岛南站
1118,宏大北园站
1119,白家庄站
1120,奶西村站
1121,大岭沟新村站
1122,南苇沟站
1123,兴怀大街西口站
1124,马厂村站
1125,索家坟站
1126,月华小区站
1127,高丽营东站
1128,珠宝屯站
1129,奤夿屯路口站
1130,雁栖湖站
1131,大柏老站
1132,程各庄站
1133,康居小区站
1134,金海学校站
1135,良乡大角(北)站
1136,庙城村西口站
1137,曹家房站
1138,西辛峰(怀昌路)站
1139,黄村东大街东口南站
1140,北方工业大学站
1141,骏马公司站
1142,南华站
1143,宣颐家园站
1144,牛栏山一中实验学校站
1145,南新庄户站
1146,郁金香花园站
1147,卢庄村口站
1148,北上营站
1149,志新北里站
1150,莲宝路口北站
1151,七里渠南村站
1152,千军台村站
1153,湖光中街东口站
1154,罗家路口站
1155,沙窝桥西站
1156,数字工厂站
1157,雅特家园站
1158,小范马峪站
1159,了思台站
1160,密云体育局站
1161,厢红旗站
1162,甜水园西里站
1163,马卷站
1164,南石槽站
1165,莲芳东桥南站
1166,太阳宫桥站
1167,仁和医院站
1168,通州交通队站
1169,将军关站
1170,府右街站
1171,三环新城站
1172,常青园北门站
1173,房山马家沟站
1174,远洋山水小区东站
1175,蒲洼山野菜加工厂站
1176,南门站
1177,东南召站
1178,小井润园站
1179,军响站
1180,中关村(四号桥)站
1181,冯村南口站
1182,樊家村站
1183,蒋各庄南站
1184,公益桥北站
1185,红寺村站
1186,燕落寨站
1187,空港小学站
1188,榆平路站
1189,孔庄站
1190,延庆站
1191,北高各庄北口站
1192,桑园站
1193,上万西站
1194,青山站
1195,马连店东站
1196,宣武门西站
1197,赵村西站
1198,华威南路站
1199,南辛庄户站
1200,博兴一路变电站
1201,水峪村(巨龙大街)站
1202,纸寨大桥站
1203,陈家坨站
1204,大羊坊站
1205,首都儿研所站
1206,东门营站
1207,富强路西口站
1208,东大桥站
1209,东磁站
1210,昌平鼓楼东街站
1211,怡兴园站
1212,金安桥北站
1213,小葆台站
1214,良坨路口站
1215,宏旭路西口站
1216,燕京航城小区北站
1217,大厂新医院站
1218,昌平商业街站
1219,软件园广场北站
1220,航天桥东站
1221,口门子站
1222,南礼士路站
1223,蓟门桥南站
1224,三龙建材城站
1225,康居小区北门站
1226,嘉华学院站
1227,丰台桥梁厂(密三路)站
1228,裕龙五区站
1229,何各庄西口站
1230,西芦垡西口站
1231,大灰厂村站
1232,古将村南站
1233,王楼村站
1234,黄寺站
1235,大户岭站
1236,甲峪站
1237,远大路站
1238,菜园街站
1239,西北岭站
1240,观音堂北站
1241,龙旺庄小区站
1242,梨村路口站
1243,中苑宾馆站
1244,河北村(S310)站
1245,山嘴沟门站
1246,香河家具城站
1247,青年路北口站
1248,阜成门内站
1249,绿荫小区站
