#node1Id,#node2Id,buses
2148,5657,房12路
2325,3887,运通109路|386路|653路|611路
2387,3267,887路
6537,7171,880路快
10652,1194,通14路专线
8956,9572,顺13路
1124,2593,993路|快速直达专线119路|646路|快速直达专线120路
551,9303,371路|462路|478路
59,9908,特7路
631,9832,昌12路
12032,2992,专37路
10109,992,76路
1139,3756,兴1路
1504,153,314路
289,4915,901路快|特13路
2954,7251,805路
11737,2301,902路|384路|438路|570路|575路|384路区间|运通123路
2079,7672,426路
11606,3613,兴14路
11320,6473,Y22路
11229,8716,947路
2304,2762,124路|夜18路|夜34路|104路|特11路|108路
2076,6374,兴15路
11,770,空港1路
8726,9224,郊90路
3017,642,夜6路
1933,4150,夜21路
10137,8993,H40路
10012,6251,地铁1号线
1427,9212,顺28路|顺28路区间道口
222,2923,观光2路
3131,5138,顺56路
10035,6022,472路
1326,1891,857路
10148,6229,密61路
3426,4844,887路
3268,7756,466路|86路|特19路
3545,4986,913路
7981,8562,Y23路
5515,7921,652路|927路|运通202路|324路
5302,8720,通45路
6789,9829,H22路
4695,5467,专117路
4455,6536,密7路
6849,929,973路
8085,8511,863路
8187,8822,专12路|398路
10129,6484,590路|559路
4452,5241,郊82路
4013,8301,顺27路|顺21路
666,9500,平50路
6641,7321,312路
7830,8733,940路
612,8711,空港9路
40,6127,27路|693路|86路|653路|夜3路|701路|61路
6611,8939,835路|835路快
59,8612,夜5路|特7路|特2路|67路
1481,2933,116路|13路
4245,9982,通21路|通22路|通13路
4481,6292,顺36路区间|顺36路|顺31路区间|顺31路
4110,7341,昌52路
120,3968,大兴专1路
871,8777,顺4路
3599,5796,114路
5563,7445,密13路
832,891,专57路
5475,9671,862路|H08路|867路|936路青龙峡|H54路|H10路|867路旅游专线|936路|H38路
6520,7214,夜11路|88路|48路|19路
6547,9605,313路
10835,9072,兴32路区间
10803,9392,844路
6657,8507,顺30路
4459,6516,384路
4065,9134,M20路
6628,8803,兴14路|兴17路|兴18路
4638,4733,平14路
3936,8106,兴30路
6873,7681,运通102路|122路|692路|夜20路|特3路|特12路
165,2218,密15路
654,8315,通38路
5400,7758,专51路
662,9564,811路|615路
5577,7316,H01路|H23路区间|H50路|H51路|H35路
7896,9421,130路|132路|538路|416路
5789,6543,房17路|房19路
5673,6375,875路|Y40路
10720,10829,94路
10525,2492,463路|922路
10117,6570,昌51路
661,9568,736路|958路|夜5路|308路
5733,5765,887路
634,9834,829路
7082,7893,M07路
7821,8837,310路|624路|843路
5619,6907,476路|305路|490路
7724,9843,Y22路
11849,1236,密29路
9151,9870,27路|运通104路|347路
6693,8174,955路|915路
6679,8314,密18路
3825,9231,943路|943路快
621,7331,643路
7911,7967,85路
131,2577,Y13路
10807,8074,381路|夜18路|夜4路|133路|特14路
5204,9756,房39路
11767,2064,330路快车
7858,9820,顺22路
11428,5455,地铁4号线大兴线
24,6345,998路|678路
4101,8797,699路
4435,6795,643路|643路区
9296,9763,快速直达专线83路
4377,7372,兴18路
693,9268,518路|607路
9154,9859,兴23路|兴24路
5427,7517,948路
123,3973,运通101路
7913,7939,383路|964路|M06路
5568,7439,兴30路
11158,9494,H63路|郊94路
7889,8215,快速直达专线22路
11117,7245,房21路|房20路|房25路|房24路
3106,5485,550路|356路
8932,9724,87路
4139,9759,昌11路|H54路|962路|889路
4216,7659,地铁8号线
4340,5095,30路|34路|11路
6899,8797,专80路环线
6514,8657,顺34路
6777,8683,586路
2709,7134,运通103路
11018,9571,334路
11336,5064,45路|15路|19路|65路
5439,7424,432路
9479,963,Y05路
11227,6157,地铁房山线
4404,4458,密2路|密1路晚班
4104,7465,专17路|97路
8158,865,968路
4108,8756,地铁10号线
4269,7146,昌53路
2046,4097,兴52路
2591,50,7路|525路|夜28路|特11路
7098,7779,944路
5210,8378,房47路
11758,34,房25路
3677,3822,65路|68路|21路
4260,9979,兴61路
4241,7504,944路|467路|991路|660路|677路
10584,3503,534路
4573,6846,房47路
1050,2135,455路
3090,9698,936路
1866,6300,空港7路
11980,2866,H43路|H45路|H48路|H15路区间|H16路|H15路|H29路|H31路
2583,2776,通4路
2433,2945,901路|952路|833路|616路|839路|897路
1420,9435,878路
128,1319,顺48路
1874,7552,房31路
1001,2611,970路
1663,8318,兴11路|兴52路|兴21支路|兴21路延长线|兴21路
1164,2313,H54路|顺25路|H63路
1498,2965,通51路
4194,9312,670路上东廓
4571,6874,昌30路
4181,9441,868路|987路
6621,714,561路|12路
11320,6810,Y22路
676,9475,金融街1号专线
2932,651,804路
11262,8727,834路
11153,9819,房46路
662,8288,804路
1792,8363,473路|99路
1868,610,昌35路
4534,5929,顺48路
3189,8725,房31路
1333,1946,夜4路|355路
2893,9324,661路
10091,8418,房32路
4400,4603,房34路
6660,9962,通6路专线
2586,2725,810路|938路|938路快
1895,7324,房16路
1861,5004,快速直达专线93路|366路
1705,915,842路
3186,8765,623路
10570,4944,房20路|房25路
4321,5403,兴58路
4343,6513,332路|运通106路|运通105路|695路|563路|86路|653路|夜8路|658路|92路|717路|特4路|特18路|特19路
2993,9644,598路|389路|快速直达专线27路|598路区间
4365,7623,平37路
6612,826,郊87路
11453,5503,运通103路
2770,9206,Y33路
2693,2976,936路青龙峡|867路旅游专线
1753,449,521路|运通123路
3299,8977,郊87路
4132,7307,901路|906路|901路快|831路|房21路|房23路|房22路|房25路|房24路
1593,1982,940路|841路|842路
1464,1946,609路|693路|478路|夜4路|392路|398路|355路|490路|632路
1398,3935,房30路
4472,843,通43路
1184,3415,485路
4423,5722,836路张坊|917路快|836路大韩继|917路|835路|836路|838路|835路快|836路快
4286,9754,地铁7号线
648,8475,顺41路|顺20路区间|顺40路|顺45路|顺39路|顺33路|顺18路区间|顺23路|顺24路|顺28路|顺20路|顺33路区间|顺18路|顺28路区间汉石桥方向|顺28路区间道口|顺19路
3561,3606,顺27路|顺21路
2475,3810,专20路
2171,5523,昌52路
10281,6572,平34路
5576,8831,331路
10295,783,快速公交4线
10092,7123,324路
6604,920,337路
11112,609,机场巴士5线
8098,9927,北小营-东直门通勤快车
4633,4967,988路
8982,9411,运通103路
1067,5909,845路
4514,4821,地铁2号线
4113,8832,特2路
514,7143,376路|870路|655路|879路|357路|883路|883路快
10195,468,兴微27路
567,9276,昌30路
7791,9316,专50路
5675,891,专57路
10539,11097,快速直达专线28路
3161,630,机场巴士13号线
1843,7810,930路
5541,7863,空港8路|970路
1880,484,密18路
3367,6986,578路|580路
10588,4814,兴25路
5677,6521,昌21路
1090,6995,Y35路
4366,7649,801路
10092,7118,运通115路|兴15路|927路|665路|846路|324路
5782,6794,顺26路
5867,5963,密23路
10774,2943,38路|7路|47路|夜36路
6877,875,535路
1930,6916,847路|854路
6402,9918,816路|930路
10784,1515,运通110路|594路|438路|355路
4521,4779,专63路
6772,7545,木林1路
6550,7101,顺40路|顺39路
10180,6228,H15路|H29路
518,8464,兴48路
11757,51,810路|938路卓达三溪塘专线|通9路|805路|938路
4548,5837,969路
4549,5827,房20路
319,9115,专80路环线
4195,9374,Y18路
11582,5500,夜22路|410路
3929,9710,910路
2066,915,兴50路|兴62路|兴63路
2091,665,927路
2214,36,昌67路|昌11路
7996,9943,密13路
5497,9657,Y06路
3976,9248,兴26路
2570,2837,H31路
1199,3387,顺48路
10243,3007,118路|3路|42路|夜3路|612路|夜21路|13路|60路
3449,4851,快速直达专线103路
11164,9770,平31路|平30路|平27路|平28路|平40路|平38路|平32路|平49路
11194,9470,专27路
11395,482,300路
5007,9296,505路|运通101路快|992路|快速直达专线48路|运通101路|快速直达专线83路|347路|489路|664路|快速直达专线147路
2046,4237,兴52路
11375,7666,504路
11652,3565,850路快|850路
11071,9377,兴29路
2268,3349,快速直达专线139路|快速直达专线68路|快速直达专线107路
10138,6711,通勤微60路
10159,7830,兴20路
3317,3505,昌21路
10049,626,郊87路
10340,4695,昌27路
10654,1552,943路|943路快
3064,8696,5路|夜2路|635路
10062,6143,966路|935路
10127,6823,专36路
10503,1724,通13路
10521,1547,868路|987路
3418,3821,房37路
3138,6621,12路
109,1578,通58路
10465,2107,Y02路
2912,7895,空港1路中转摆渡车
11266,7430,房12路
11625,3840,H13路
11297,7122,快速直达专线116路|923路
11744,1321,H12路
11023,9864,房2路
11866,1434,通19路
2612,9567,通6路专线|591路|通6路|435路|通4路|通45路|317路|806路|587路
2299,5695,477路
11121,6225,867路
1509,8614,通42路
1620,6175,专21路
1839,6645,运通120路
10902,8720,668路
2824,482,943路|820路|828路|300路快|434路|366路快|839路|665路|973路|夜30路|848路|849路|943路快|特8路|497路|849路快|678路|679路
1099,4384,昌19路
1869,5018,917路
1739,7648,昌27路
3056,6102,兴47路
1018,3864,597路
1058,2114,顺46路
10674,3997,663路
1628,432,通10路
4385,481,密16路
2801,6339,555路
11474,4032,380路|夜9路|409路
11562,3155,专55路
11616,2615,空港9路|923路
11269,8747,122路|83路|49路
11674,2037,顺34路|顺34路区间
10158,849,地铁亦庄线
10970,9364,472路|961路|399路|972路
1746,7560,专83路
3050,6155,992路|运通101路|664路
3156,7756,601路|611路|634路
1627,449,专28路
10589,3514,907路|833路|839路
10499,5744,646路|474路|夜22路|快速直达专线23路|专169路|631路
1735,5015,471路|851路
1838,5316,密1路|密1路晚班|密11路|密1路西线
1166,2371,快速直达专线29路
10041,685,919路快|919路|880路
11233,746,692路|351路|845路|627路
10094,9788,942路快
2926,6402,930路
2831,6022,527路
102,11665,通51路
1129,2728,昌3路
1113,2887,房15路
2945,8870,房2路|房46路
11556,5880,快速直达专线79路
2102,3649,昌31路
11534,4772,房43路|房49路|房48路
11378,5000,845路
11522,2230,805路
11453,4252,92路
3091,9636,兴13路北线
11956,1887,549路
11816,1955,房47路
11445,4336,快速直达专线96路|827路|829路|474路|366路|676路
11005,7408,560路|871路|专50路
1519,9822,顺31路区间
10954,9512,通1路
1934,5672,专107路
2355,3777,Y12路|Y11路|Y13路|Y32路|Y36路|Y38路
2074,6587,948路|房13路|河北庄-朱家坟通勤班车|833路|房21路|房20路|房23路|房22路|房25路|房24路|房14路区
3054,8769,金融街3号专线
2949,8824,599路|128路
4241,573,467路|991路
2973,7252,房37路支线
2933,8983,夜6路|13路
10934,157,976路
3485,5700,643路区
10079,372,房36路|房36路区间
11795,3422,27路|111路|332路|运通106路|运通105路|快速直达专线49路|运通104路|563路|347路|87路|夜8路|534路|360路|362路|特4路|105路|107路|632路|特19路
11824,1800,507路|338路
409,8298,房19路
11277,8601,密61路
11030,8411,地铁八通线
3049,514,昌36路
2267,3313,819路|815路快
1921,4463,空港5路|顺22路
8190,8913,632路
1865,7680,通46路
10712,9345,965路
10595,2181,顺29路
11494,5109,运通111路
10552,1282,通43路
1911,3237,861路|862路|H56路环线
5661,944,H22路支线|H14路|H60路|H21路|H37路
11128,540,昌69路|357路|昌33路
10639,1748,464路|441路|621路
10213,4675,昌35路
4235,622,兴58路
10556,2569,869路
3186,8700,623路
3798,3914,863路
2022,4423,832路|895路
4337,934,138路
2278,5853,地铁4号线大兴线
2004,5932,兴17路
3299,662,435路|316路|317路
10746,1990,平4路
2388,3428,顺35路|顺25路
10404,11036,顺36路区间|顺36路|顺32路
10447,4984,931路
10547,1320,平31路|平27路|平25路|平20路|平28路|平43路|平40路|平39路|平38路|平33路|平32路|平50路|平49路|平46路|平45路|平62路|平19路
10097,196,917路快
1998,5018,917路
10347,4651,顺26路|顺27路
1822,6778,924路|316路
10285,5272,顺4路
3374,5544,526路|兴31路
1992,5076,专101路
1119,11578,机场巴士1线|特8路|快速直达专线144路
10242,3044,494路
3540,3881,339路
10523,1566,郊88路
10243,4357,60路
10224,4549,房20路
272,87,密16路
3293,8973,864路|936路
2701,9956,房42路
4472,7831,通43路
2991,8383,452路
11762,3774,房47路|房36路|房36路区间
11480,6594,郊80路|郊94路
11411,5952,H42路
2391,3390,648路|442路|583路
161,4913,兴25路
3133,7943,专102路
3261,6662,815路
892,9916,941路|452路
1204,1934,905路|426路|319路
3382,6763,密39路
4380,8767,391路
3675,3834,951路|574路|310路|843路
3941,9508,专5路
4112,505,836路张坊|917路快|917路
4591,7984,机场巴士6线|机场巴士18号线|机场巴士12号线|机场巴士3线|机场巴士1线
11629,84,通10路|通19路
3462,5969,H03路|H53路环线|H61路
11283,285,夜28路
11877,1302,夜10路
11494,5131,475路
4341,875,30路
2369,4921,昌2路|昌1路
11255,7525,684路|116路|39路|128路|525路|夜24路|623路
11998,2757,密7路
1933,4310,19路
11521,2206,855路|顺42路|顺27路
3422,3719,27路
11241,7667,H44路
10921,8555,房43路|房39路|房27路
2178,6832,527路|318路
1119,11591,运通107路|650路|402路|405路|夜34路|快速直达专线144路
2188,6734,M01路
1802,6958,970路快|970路
10264,4130,26路|运通101路|699路|355路|夜30路|365路
1732,8988,房46路|房30路
1802,6954,970路快|970路
10356,5876,昌55路
5438,6238,房52路|房15路|房16路|房12路|907路|房19路|房18路|836路张坊|836路大韩继|房31路支线|房41路|917路|房31路|836路|房38路|房37路|房18路支2|房26路|836路快
11804,9004,H44路
11226,6450,379路
7728,8639,380路|82路|409路|特2路|夜36路
10925,169,957路
7636,9556,运通112路
5459,8686,兴14路
11748,1237,运通114路|33路|运通118路
7877,8471,681路|专101路|专42路
7896,8280,132路
1519,7150,915路
160,3607,顺1路
1017,1183,顺32路
10218,4545,647路
6527,9992,546路
10166,6399,307路
3156,5078,26路|运通113路|333路|740路公益西桥|601路|快速直达专线127路|快速直达专线126路|740路|快速直达专线7路|特9路|498路|983路
11139,8663,顺40路
5539,7896,696路|657路|677路|983路|416路|854路
11407,4651,顺27路
11807,1982,940路|841路|842路
7543,9144,快速直达专线104路
3439,3573,空港5路
12031,9063,886路
391,3952,839路
10909,9951,运通126路|运通124路
1508,8581,运通115路|335路|740路公益西桥|952路|736路|958路|959路|740路|967路|97路|624路|982路|983路
4317,5475,H40路|862路|863路|H08路|H22路支线|867路|936路青龙峡|H54路|H10路|H14路|H60路|H22路区间|H63路|H22路|H21路|936路|H38路|H37路
10901,7367,H41路
2156,3095,房43路|房49路
10798,1392,平46路
2146,3192,H06路
7502,9549,河北庄-朱家坟通勤班车|978路
2209,2561,988路
2514,9173,345路
7755,8387,131路
5106,8249,昌11路区间
5029,9019,575路
3238,5575,879路
11567,3063,郊89路
3324,3381,地铁10号线
11327,4133,130路
3247,5480,密6路
10837,9329,916路|郊81路|850路
4124,6084,556路|646路|474路|专26路|运通125路
6739,7892,昌55路
10056,499,842路|937路
3228,4339,密25路
2609,9537,805路
2800,6292,顺45路|顺32路
3427,3671,601路|634路
7736,9898,专66路
2900,5295,130路
3317,4770,昌21路|昌13路空军第二十三厂
10963,8060,88路|10路
7664,9281,H10路
6828,6995,Y16路|Y30路|Y31路|Y34路|Y36路|H60路|Y38路|925路|Y37路|Y39路
10424,3781,901路|907路|836路张坊|836路大韩继|房41路|917路|831路|836路|839路|836路快
10499,5691,快速直达专线23路
250,2721,653路|658路|夜9路|21路
10158,6444,昌59路
751,8700,郊81路
4627,5,专36路
7525,9339,684路
10286,6499,863路|869路
3174,6195,397路
3314,3461,昌55路
11437,4301,昌11路|昌70路
5116,8163,947路|兴33路|840路
11488,6459,房20路|房25路
2086,5098,运通101路快|300路|快速直达专线142路
11052,8158,941路快
10347,3290,空港3路
11536,3319,快速直达专线133路
1847,6497,房52路|房15路|房16路|房12路|房19路|房18路|房31路支线|房41路|房31路|房18路支2|房26路
30,671,密36路
8608,9208,顺5路
1555,8085,H55路环线|863路|864路|H56路环线
8979,9481,密18路
3308,3519,专60路|446路|运通126路
3429,4966,通10路
2701,8591,房51路|房47路
11869,1322,房15路
2016,5781,H54路|H63路
2605,8228,密8路支线|密3路|密8路|密15路|密11路|密66路|密65路|密68路|密67路|密62路|密61路|密63路|密60路
11578,5567,高铁快巴1线
11469,7989,918路区
11604,1318,78路
36,621,884路
1186,2088,密6路|密6路支线
3446,3454,Y29路
1938,5560,537路
7518,9461,634路
11001,7356,昌22路|昌21路|郊100路|345路|昌53路|878路|922路
2754,8059,兴55路|兴12路|兴13路北线|兴17路|兴30路支|兴46路|兴21路延长线|兴35路|兴13路南线|兴25支路|兴21路|兴22路|兴25路
8868,9246,527路
8745,9147,856路
10416,1253,349路
10408,3999,462路
2749,9430,591路
742,7510,574路
8807,9852,921路
6437,8294,405路|942路支
64,9990,407路
601,8917,H43路|H11路|H29路|H30路|H32路|H31路|H33路
1238,2889,53路
3194,7291,密16路
2742,9490,密15路
11837,1663,兴21支路
4113,452,夜28路
11011,7263,841路
11346,5248,平62路
11001,8699,昌22路|昌21路|郊100路|昌68路|345路|昌53路|878路|922路
2824,7349,366路快|679路
2152,3073,947路|快速直达专线44路|兴33路|840路
2223,3686,836路张坊
1657,8366,运通110路|114路|运通109路
1812,4150,地铁2号线
1647,9795,560路
1565,9284,昌13路空军第二十三厂
10723,11892,房19路
11751,22,平26路|918路区
6730,7877,996路|443路
4598,5226,832路
8058,8903,801路|805路
1464,1905,609路|运通103路|478路|632路
4251,7372,兴14路
5452,6009,密17路支4|密16路
593,9020,H61路
4567,6870,599路|578路
6686,9650,591路
5597,9879,104路
3657,3993,专58路
5351,7014,385路
714,7815,12路
3188,8689,运通108路|563路|534路|特5路|671路|特10路
5661,6594,H22路支线|H14路|H60路|H22路区间|H22路|H21路|H37路
10991,11728,快速直达专线20路
4138,9835,694路
3903,9874,615路
4415,5741,兴53路
3914,8430,H09路
3905,9857,423路|993路|646路|专97路
150,2458,开发区6路
3917,8405,昌35路
3955,8024,郊100路
7962,8856,运通115路|740路公益西桥|477路|740路|480路|特9路
751,8765,623路
1711,804,夜10路|107路
2092,8921,通勤微60路
641,7206,364路
288,3731,机场快轨
5364,8226,M11路|892路
11403,2080,958路|663路
69,8647,672路
10738,9078,989路
10976,11908,兴32路区间
4287,9697,房15路|房16路|房12路|房19路|房18路|836路张坊|房31路支线|房41路|917路|房31路|房18路支2
4506,4845,816路|817路|快速直达专线133路
4333,6575,密9路
4415,5752,兴36路
10408,1375,606路
8191,8888,密8路支线|密8路
6869,7842,922路
6648,8721,通38路
7844,8734,房3路|956路|832路|专93路
775,8554,空港6路
11005,6051,专49路区间
875,8886,535路
5473,7165,通22路
7867,8501,938路卓达三溪塘专线|938路
5289,9000,864路
6504,8817,345路快
4316,5416,昌57路支
4516,4756,昌52路
4079,9126,密1路
3849,9102,827路|434路|366路|410路|679路
4488,7696,密7路|密7路晚班
4337,6542,682路|75路|991路|911路|126路|夜3路|306路|夜6路
10025,5199,552路
7775,9414,房15路
735,7612,938路卓达三溪塘专线|通22路|938路
3821,9389,房37路支线
5251,8044,地铁1号线
5224,9666,652路|快速直达专线120路|运通202路
11469,5396,平30路|平29路|平43路|平40路
11199,8095,31路
53,7495,兴19路
10192,409,917路
8751,9020,顺31路区间|顺31路
787,9781,Y17路
9061,9567,通4路
7727,9928,612路
7889,8306,665路
5126,9306,运通112路|快速直达专线83路|347路|489路|664路
11800,9094,昌20路
9357,955,968路|969路|兴20路
4922,9041,H30路
5388,9364,597路|专109路
5479,8450,通19路专线
5428,8960,323路
3836,9250,昌61路
4187,8059,兴55路|兴13路北线|兴17路|兴30路支|兴46路|兴35路|兴13路南线|兴37路|兴22路
6737,7846,顺45路|顺26路|顺16路
545,9533,兴28路
6783,7380,顺42路
4253,6073,顺12路区间
14,7889,652路
10683,91,H32路
6737,882,顺12路区间|顺38路|顺18路区间|顺14路|顺12路|顺19路
11359,5180,兴26路
757,8748,兴63路
7848,8744,980路快
9359,967,918路|H61路|918路关上
8091,8590,966路
7413,9104,顺41路
7628,9616,兴16路
11117,6276,房21路|房24路
4216,7784,地铁8号线
8964,9532,兴48路
644,7242,H38路
440,9287,911路
6666,7250,Y08路
5422,6367,密5路
2639,9281,H10路
11916,9287,专115路
11,5285,空港3路
4215,5145,空港5路
6647,8762,房27路
6518,8721,806路
416,9517,H12路|H13路|H25路
11620,16,密37路|密50路|密51路
5010,9169,夜25路|51路
9095,9215,694路|特7路
302,9329,415路
1642,350,密2路
10773,2821,密28路|密27路
2078,976,夜14路|运通103路
6620,7805,425路|609路|425路快车
3060,479,386路|569路|13路
2845,9947,兴50路
10164,8919,637路|348路|677路
4540,4634,顺48路
4181,8224,868路|987路
10164,603,637路|561路|夜19路|348路|457路
1502,7407,昌60路|H54路|H63路|昌30路
1513,8622,942路|915路|850路
1627,8814,518路|专28路|328路
3851,9217,北京妇产医院
1945,6964,640路|350路|847路|672路|983路
2894,9440,557路
133,1371,密3路|密12路
10781,2734,825路
1133,2742,郊81路
11181,9412,943路|828路|849路|943路快|849路快
3053,8838,504路|599路|927路|快速直达专线132路
2960,6116,844路区间
4495,759,通12路专线
5470,8658,顺41路|顺40路|顺39路|顺33路|顺18路区间|顺23路|顺24路|顺28路|顺33路区间|顺18路|顺28路区间汉石桥方向|顺28路区间道口|顺19路
5463,8723,904路|831路
3276,6602,通9路
1699,9416,房39路
5587,8814,476路|577路
3996,9102,郊81路
5380,9551,440路
3378,6951,917路快
5652,6830,兴22路
1086,4530,房50路|房13路|房37路支线|951路|833路|房37路|971路
1356,1833,M13路
1399,2735,809路
2011,4605,Y33路
1186,4864,密6路
6783,8850,顺22路
4273,8660,H05路环线
2182,5552,房22路
5583,8862,顺20路
3023,830,兴22路
10890,1627,592路|909路|446路|运通126路|运通205路
6571,9633,运通123路
1496,1756,快速直达专线124路|快速直达专线138路
2931,7724,Y12路|Y11路|Y14路|Y13路|Y19路|Y22路|Y28路|Y27路|Y29路|Y32路
4343,930,695路
10190,8629,通14路|通14路专线
4649,4910,专81路
4092,9150,通12路专线
11570,6875,862路
588,9164,511路
4467,5400,专51路
11380,6113,945路
10547,22,平31路|平27路|平28路|平43路|平40路|平39路|平38路|平32路|平50路|平49路|平45路|平62路
3243,6918,M04路
10415,12,419路|988路|117路|421路|30路|486路|夜25路|973路|985路|502路|635路
11781,4769,专105路|493路
444,9275,802路
11492,618,976路
1831,5412,868路|987路
2194,5428,夜30路|323路
10088,9716,936路青龙峡
1388,2820,969路|631路
10303,4902,591路|552路|582路
4310,5649,73路
4240,5017,兴11路|兴37路
9175,9916,597路|专110路|78路|79路|389路|452路
1762,8746,密39路
4131,8769,68路
1853,7837,郊90路
4546,5948,专12路
4411,4635,930路
4060,8144,快速直达专线63路
4190,8175,顺34路|顺34路区间|顺27路|顺21路|顺14路|顺21路区间
1174,2306,612路
4357,6503,82路|60路
4589,6845,运通112路|331路|563路|563路区间|特5路
4133,8744,980路快
4010,9971,869路
6510,8943,兴11路
519,8557,通14路|郊90路
10413,88,兴25支路
6440,9650,591路|通36路|924路|快速直达专线7路|312路|316路|317路|668路|669路|快速直达专线13路
1610,639,快速直达专线117路
8942,9930,M19路
4888,58,密7路
1881,8897,密3路
2283,5854,455路
2276,5924,昌31路
1993,7774,通22路
2185,6839,兴1路
10382,6770,575路
5445,8933,868路|987路
10171,7542,H05路环线
10762,1635,810路|938路卓达三溪塘专线|通22路|通9路|通13路|938路|通14路专线
10475,5837,大兴专1路
1661,9746,空港3路
6631,778,5路
6666,8704,962路
1192,2114,平50路
4594,5476,997路|821路|958路
4126,8823,平11路
6541,9960,680路|51路
4656,4861,H21路
3870,9073,668路快
3731,9136,419路|985路
2041,6934,740路公益西桥|865路|740路|特9路
2282,4524,351路
5485,7212,550路|356路
2331,2707,133路|53路
3199,8785,密8路支线|密8路
10471,4533,H43路|H46路|H45路|H48路|H47路|H15路区间|H16路|H15路|H26路|H29路|H31路
5410,6650,兴50路|兴16路|兴47路|兴48路|兴49路|兴16路区间|665路|兴32路区间|开发区3路|453路|运通202路
10698,4923,30路|513路|605路|348路|夜7路|486路|夜25路|973路|541路|985路
1373,2951,空港5路
7655,9501,专162路
10295,8957,快速公交4线
10161,6303,兴26路
2982,8511,869路
4100,7769,929路木城涧|929路|892路
4343,5333,地铁4号线大兴线
6423,9834,829路
6441,9654,924路
569,8078,Y18路|873路
4165,8450,地铁6号线
10042,514,昌11路|昌70路
6627,7802,密66路
1897,409,房17路|房16路|917路
8083,8837,339路|662路|329路
10142,847,660路|939路
3933,9781,Y17路
5327,8807,921路
2086,7805,运通101路快|387路|694路|300路快|300路|302路|特8路|671路
5579,7613,运通113路|611路
5429,828,Y13路
2350,2505,499路快
3489,5897,密30路
2084,863,567路
6572,9663,平20路|平34路|918路关上
308,8019,平18路
11881,3722,兴61路
5041,9016,H14路
10791,3980,昌17路
2667,9144,快速公交4线|快速公交4线支
3025,5220,运通103路|392路
11465,6643,快速直达专线56路|快速直达专线8路|536路|538路|快速直达专线19路
11115,8814,328路
509,7375,房33路
11510,4863,房35路
1755,6286,兴48路|兴49路
11135,9947,兴31路
10942,8210,Y18路|Y37路
10663,11197,559路
10768,2951,顺46路
3012,6679,密18路
10199,333,841路
3465,3478,419路|905路|379路|426路|124路|653路|特11路|108路|984路
1604,6469,43路
3156,7898,26路|运通113路|740路公益西桥|快速直达专线127路|740路|特9路|498路|特15路|983路
1806,4448,972路
10133,5310,兴62路|兴63路
10361,3033,27路|380路|夜36路
10243,6872,118路|3路|42路|夜3路|13路
10596,4673,45路
2856,7243,专82路环线
2655,9253,15路
10560,2364,快速直达专线115路|专117路|751路|933路
11100,642,75路|119路|123路|夜6路|夜36路
2969,6112,879路
11487,6434,顺38路
10972,9235,兴14路区间|兴14路|专97路
11220,7776,房13路|房21路|房20路|房23路|房22路|房25路|房24路
1558,9574,Y15路
1458,9243,兴17路
1701,4150,专6路
6309,7047,M21路|M17路|M19路|892路
1998,5179,房16路|房12路|房19路|房18路|房31路支线|房41路|房31路|房18路支2
10265,6642,快速直达专线106路
2850,7292,平24路|平23路|平22路|平21路|平42路|平41路|平36路|平35路花峪|平34路|平47路
10731,1976,专47路环线
10052,7433,860路|643路|专119路|快速公交3线|922路|487路|快速公交3线区间|537路
10233,6958,868路|987路
2622,9571,334路|890路担礼
11332,6660,通6路专线
11738,2602,夜23路
11257,7415,密38路
1999,5156,昌13路
11777,3549,896路
10933,9613,兴16路
1718,5305,兴微17路
2027,3200,密62路|密61路|密60路
1879,6350,运通103路|66路
3361,4498,通1路
10416,74,运通103路|691路|300路快|300路|968路|631路快|快速直达专线134路|特8路
2970,6082,818路班车
103,10443,专50路
10198,8625,578路
2873,7054,Y11路
3374,6921,341路|926路
10302,4927,408路
2170,3088,密32路|密33路|密36路|密35路
11948,1841,房52路
2241,2377,昌13路
11301,4320,昌53路
11462,5372,地铁13号线
11740,1262,房21路|房20路|房23路|房22路|房25路|房24路
4215,967,空港6路
11434,6986,578路
11428,5717,顺11路区间豹房|顺20路区间|顺12路区间|顺11路区间刘各庄|顺18路区间|顺2路|顺11路|顺12路
11640,2266,558路|441路|快速直达专线59路
11188,9447,918路|852路
11551,3158,运通111路
11584,5489,顺17路区间后岭|顺21路|顺21路区间|顺17路|顺17路区间大洛泡
1320,9271,918路|平50路|平62路|852路
2579,2985,快速公交4线|快速公交4线支
2033,5784,房29路
1313,9344,942路快
3235,4419,442路
1925,4550,顺45路
1529,8517,房43路|房49路|房48路
1701,6797,专6路
3387,5555,空港9路
5676,901,专45路
10787,11297,854路
3195,7472,941路|891路
3075,8671,房3路
2824,6200,专18路环线|40路
1053,3596,520路
2542,9021,平12路
154,34,房25路
3591,4762,平29路
1624,573,132路
2800,799,973路
4241,698,运通201路|677路
11783,3421,483路
2031,3140,Y16路
11498,8934,兴17路
2155,4554,地铁13号线
1618,8942,M19路
11280,9784,兴22路
11986,2729,534路|362路
11640,3525,996路|443路
10268,4001,994路
10101,5671,房35路
10647,1544,房46路
11102,680,449路
11136,340,通16路
3040,5021,通12路专线|通12路|通11路
3447,4943,房43路|房49路
2899,8101,81路
2601,9750,834路
2540,9030,中关村科技园石景山园区通勤车
1123,1555,H55路环线|863路|H56路环线
10923,157,440路|986路
3904,404,密16路
10958,9422,兴15路
