#nodeId,buses
8885,房3路|391路
6224,836路快
580,844路区间|844路
581,844路区间|844路
582,929路木城涧|929路
583,兴50路|841路
11416,房12路|房19路
584,850路快
11415,547路
585,938路卓达三溪塘专线|通22路|938路
11418,804路
586,通12路专线|通45路
11417,观光3线|观光1线|观光2路|夜13路|124路|128路|58路|101路|103路|109路
587,房20路
11419,郊100路|平18路
588,70路|运通107路|511路|957路|343路|专26路|运通125路|501路
589,顺20路区间|顺20路
8879,917路快
7547,兴21路延长线|兴21路
6216,平44路
7546,370路|992路|运通101路|325路|981路
6215,7路|47路|夜36路
6218,昌27路|昌51路
7549,快速直达专线33路|457路
11410,顺27路
8877,平18路
6217,郊80路|密17路|密12路
7548,密16路
8878,兴32路区间
11412,638路|378路|专72路|快速直达专线135路|976路|986路
11411,H42路
6219,顺4路
11414,844路区间|844路|兴24路|兴27路
11413,运通116路
7561,25路|680路|821路|623路|985路
8893,兴16路|821路|兴47路|地铁亦庄线|927路|623路|976路|开发区1路|324路
10091,房32路
6230,891路
10090,通6路|通1路|郊86路|通勤微60路|郊89路
8894,837路区
7560,专83路
10093,房51路|房2路|956路|房33路|房38路|房35路|房34路|房28路
8891,平24路|平23路|平21路|平47路
7563,专36路
6232,803路
10092,运通115路|兴15路|927路|665路|846路|324路
8892,828路
6231,914路
7562,专18路环线
7565,78路|568路
10095,951路|385路|327路
6234,954路|957路|兴61路
8897,H52路|密3路|970路
7564,684路|快速直达专线118路|快速直达专线43路|524路|139路|576路|366路|特11路
6233,553路|605路|494路|运通121路
10094,空港6路|942路快
8898,通49路
7567,70路|7路|14路
10097,917路快
6236,夜11路
8895,通41路
8896,兴59路|兴47路|兴30路|兴23路|兴24路|兴27路
6235,377路|快速直达专线95路|990路|556路|511路|646路|825路|474路|专26路|运通125路
10096,兴21支路
7566,专43路
590,密3路
8890,顺4路
591,108路
592,645路|928路|夜34路
593,顺31路区间|H52路|顺31路|H61路
594,兴微19路
595,523路|665路|快速直达专线22路|开发区5路
596,房31路支线
597,856路|昌59路|870路|537路
598,采育-劲松临时线
599,地铁5号线
10099,26路|运通113路|运通110路|332路|333路|运通106路|740路公益西桥|384路|740路|快速直达专线139路|384路区间|特9路|快速直达专线66路|584路|982路|983路
7558,永丰产业基地通勤车|437路|575路
6227,地铁13号线
6226,运通114路|371路|681路|345路|699路|618路|883路|448路|625路|夜38路|运通117路
7557,房37路支线|房20路
10098,959路|961路|973路
8888,密8路支线|密8路
6229,密68路|密61路
7559,通6路专线|通6路
8889,平24路|平23路|平22路|平21路|房1路|平42路|平41路|平35路花峪|平33路|平47路|房27路
6228,H15路|H29路
7572,兴55路|兴30路支
6241,顺38路
7571,兴59路|大兴专1路|兴29路
6240,981路
6243,379路
7574,868路|987路
7573,331路|563路|698路|563路区间|318路|360路快|360路|630路
6242,648路|通7路|911路|342路|924路|316路|通14路|587路
6245,507路|运通114路|专110路|78路|79路|389路|快速直达专线83路|612路|481路|特10路
7576,房3路|顺39路|391路
7575,463路|922路
6244,667路
7578,810路|372路|647路|通6路|435路|通2路|924路|夜27路|666路|667路|316路|626路|804路|806路|808路|582路|322路|通19路
6247,房52路
6246,Y22路|875路
7577,835路|房39路|835路快|房27路
7570,通12路专线
7569,房52路|房26路
6238,房52路|房15路|房16路|房12路|907路|房19路|房18路|836路张坊|836路大韩继|房31路支线|房41路|917路|房31路|836路|房38路|房37路|房18路支2|房26路|836路快
6237,638路
7568,房36路
8899,专70路|快速直达专线126路|快速直达专线125路|670路上东廓|670路
6239,Y20路|Y21路|876路支|876路
6252,房43路|房49路
7583,专81路
7582,419路|596路|379路|467路|641路|运通104路|300路快|夜18路|300路|302路|快速直达专线142路|快速直达专线141路|132路|95路|夜30路|847路|18路|848路|特8路|671路|快速直达专线144路|984路|985路
6251,地铁1号线
10071,432路|夜26路|530路|快速直达专线28路
7585,920路
6254,房24路
10070,26路
7584,房2路|房33路|房38路|房37路
6253,兴27路
7587,646路
10073,兴18路
6256,607路|快速公交3线
10072,943路|71路|72路|997路|2路|821路|828路|120路|40路|夜2路|93路|622路|17路|849路|943路快|849路快|324路
6255,莲花桥-莲花桥临线|3路|9路|890路担礼|快速直达专线68路|890路|特14路
7586,房28路
10075,599路|997路|821路|兴47路|652路|快速直达专线120路|623路|运通202路
7589,顺29路
6258,大兴专1路
6257,H48路
7588,顺23路
10074,房23路
7581,855路|856路|顺3路|顺5路|顺30路|顺34路|顺32路|空港5路|顺34路区间|顺27路|顺21路|顺14路|顺21路区间|850路快|850路
6250,密36路
7580,通12路|通11路
10077,637路|72路|35路|91路|98路|54路|夜30路
6249,房19路
7579,902路|908路|专38路|苏家坨通勤班车
10076,专70路|专51路
6248,密18路
10079,房36路|房36路区间
10078,956路|房38路
6263,117路|夜10路|夜6路|106路|107路|635路|24路
10080,75路|126路|快速公交2线|夜6路
7594,558路
6262,顺41路|顺5路
7593,运通111路|468路|运通122路|494路|499路
10082,370路|运通116路|运通112路|336路|992路|941路快|961路|664路|977路|981路
6265,房12路|房47路|房46路|房34路|房28路
7596,990路|740路公益西桥|820路|602路|740路|夜23路|93路|特9路
7595,377路|快速直达专线95路|740路公益西桥|646路|602路|736路|740路|特9路
6264,运通111路|740路公益西桥|740路|657路|特9路
10081,平35路花峪
7598,857路
6267,1路|夜1路|914路|961路
10084,兴48路
10083,423路|381路|434路|529路|夜22路|483路|497路|454路|676路|410路|679路
7597,通46路|通12路|通11路
6266,大兴专1路
10086,顺4路
6269,476路|305路|490路|快速直达专线60路
7599,通7路|通勤微60路
6268,44路|612路|夜20路|130路|夜32路
10085,588路环线
7590,383路|964路|M06路
6261,平3路
7592,通21路
6260,房12路|房2路|房35路|房28路
7591,兴微18路
10088,936路青龙峡
6259,H47路
10087,956路
10089,547路
6274,30路|31路|561路|41路|657路|快速直达专线74路
6273,顺20路区间|顺40路|杨镇1路|顺39路|顺23路|顺19路
11380,945路
6276,房21路|房24路
6275,兴14路|兴17路|兴18路
11382,兴52路|兴44路
6278,密19路支线
10051,地铁7号线
11381,71路|36路|2路|夜17路|快速公交1线|夜2路|93路|53路|622路|17路
6277,顺36路区间|顺37路|顺36路|顺31路区间|顺31路|顺16路
10050,通41路|804路
11384,房19路
10053,北京妇产医院|431路|650路|302路|350路|450路|特16路
11383,快速直达专线56路
10052,快速直达专线114路|966路区间|专118路|860路|643路|专119路|520路|快速公交3线|快速直达专线77路|922路|487路|441路|快速公交3线区间|537路|933路|快速直达专线103路|快速直达专线11路
6279,兴15路
6270,911路|306路|499路|675路
6272,密39路
6271,房14路
10055,房52路|房15路|房16路|房12路|907路|房19路|房18路|836路张坊|836路大韩继|房31路支线|房41路|917路|房31路|836路|房38路|房37路|房18路支2|房26路|836路快|房15路专线
11386,Y16路|Y31路|925路
11385,991路
10054,Y05路
10057,房13路|房21路|房20路|房23路|房22路|房25路|房24路
11388,959路
11387,110路|684路|116路|夜10路|128路|106路
10056,842路|937路
10059,房52路|房15路|房16路|房12路|房19路|房18路|836路张坊|房31路支线|房41路|917路|房31路|房18路支2|房26路
11389,兴52路|兴21支路
10058,顺28路
6285,兴29路
6284,运通106路|121路|夜13路|612路|56路|10路|101路|102路|103路|61路
6287,330路|908路|346路|651路|522路|330路快车|633路
10060,顺36路区间|顺37路|顺31路区间|顺16路
11391,938路快
11390,运通111路|657路
6286,兴48路|兴49路
10062,855路|942路|935路快|867路|936路青龙峡|966路|942路快|359路|942路支|935路|936路|918路关上
6289,专55路|994路|951路|385路|327路
11393,平36路
6288,通6路|435路|通4路|通44路|666路|806路
11392,828路
10061,936路青龙峡
10064,855路|顺11路区间豹房|顺4路|顺35路|顺11路区间刘各庄|顺25路|顺13路|顺11路
11395,快速公交1线|300路|652路|526路|夜23路|夜24路|夜30路|497路
10063,78路|1路|夜1路|85路|夜8路|308路|94路|65路|68路|特18路|21路
11394,通5路|通58路
6281,897路
6280,849路|849路快
6283,通14路专线
6282,顺30路
10066,929路木城涧|929路
11397,952路|房28路
10065,通12路|通11路
11396,809路
10068,639路|306路|659路
11399,兴23路
11398,平29路
10067,402路|973路|851路|418路
10069,机场巴士6线
6296,Y30路|Y34路|Y37路
6295,密37路|密云-司马台专|密50路|密38路支线
6298,兴17路
6297,901路|904路|906路|房37路支线|901路快|837路区|831路|837路|房37路
11360,快速直达专线92路|61路
6299,昌22路|昌21路|昌28路|949路|590路|376路|昌67路|昌11路|昌59路|昌16路|昌13路|H54路|昌3路|昌2路|快速直达专线124路|870路|专105路|昌51路|专106路|655路|昌1路|922路|925路|郊80路|地铁昌平线|H63路|345路快|快速直达专线138路|357路|昌51路区间|314路|884路|886路|昌37路|快速直达专线66路|郊94路|326路|昌31路|昌30路
10031,顺36路区间|顺37路|顺36路|顺31路区间|顺31路|顺32路|空港8路|970路|顺16路|北小营-东直门通勤快车
11362,房39路
11361,Y15路
10030,Y09路
6290,551路
6292,顺45路|顺36路区间|顺36路|顺31路区间|顺31路|顺32路|空港8路|H61路|970路|郊89路
6291,996路|607路|871路|快速直达专线36路|快速公交3线区间
6294,11路|363路
6293,运通126路
10033,昌20路|昌57路
11364,882路
10032,运通113路|473路|611路|531路|634路
11363,384路区间
10035,334路|472路|663路
11366,911路|通1路|通3路|924路|583路
10034,990路|820路|829路|366路|特11路
11365,兴24路
11368,房19路
10037,密27路
10036,顺33路
11367,H39路
10039,938路快
11369,顺1路
10038,357路|昌33路
10040,昌27路|426路|昌平未来科技城专线
11371,596路|386路|13路
11370,H06路
10042,昌11路|昌70路
11373,顺3路
10041,Y24路|919路快|919路|880路
11372,密5路
11375,504路|91路|专162路
10044,密18路
11374,顺11路区间豹房|顺11路区间刘各庄|顺11路
10043,昌11路
10046,83路
11377,通42路
10045,顺3路|顺34路|顺34路区间|顺27路|顺21路|顺14路
11376,H28路|H30路
11379,地铁8号线
10048,专56路
10047,通38路|通13路
11378,845路|678路
10049,940路|947路|兴19路|郊87路|兴31路|兴35路|兴13路南线|兴20路|兴26路|679路|兴29路
2702,975路|846路
2701,房51路|房42路|房47路|832路
2700,74路|997路|夜15路|专27路|特17路
2709,运通201路|运通110路|374路|74路|运通109路|645路|运通103路|夜30路|特5路|特8路|特10路|323路|634路
2708,606路|387路|691路|694路|84路|44路|夜8路|夜20路|618路|特4路|特12路|21路
2707,专13路|夜11路|133路|53路
2706,兴19路
2705,昌27路
2704,110路
2703,通2路
2713,昌55路
2712,856路|850路
2711,昌33路
2710,643路|昌67路|昌11路|昌59路|昌3路|870路|昌51路|快速直达专线73路|884路|326路|昌31路
2719,平36路
2718,兴54路|兴28路区间
2717,575路|887路
2716,489路|972路
2715,密6路|密6路支线
2714,密62路|密61路|密60路
2724,941路快|57路
2723,顺42路|955路|顺22路|850路
2722,Y20路|Y21路|876路支|876路
2721,601路|84路|653路|658路|夜9路|579路|21路|22路
2720,Y10路|Y09路
2729,114路|334路|118路|77路|运通104路|夜12路|87路|658路|534路|特5路|360路|362路|588路环线
2728,昌3路
2727,641路|359路
2726,Y37路
2725,810路|938路|938路快
2735,通45路|809路
1404,364路
2734,680路|825路|524路|快速直达专线132路
1403,房35路
1402,快速直达专线80路|446路|447路|运通205路
2733,顺29路
1401,顺42路
2732,891路
2731,平4路
1400,兴20路
2730,972路
1409,516路
2739,兴51路
1408,927路
1407,密66路|密68路|密67路
2738,通10路
2737,823路|通14路专线
1406,临8路|589路
1405,夜10路|夜7路|57路|23路
2736,专103路
1415,550路
2746,密39路
1414,快速直达专线96路|556路|954路|827路|829路|474路|369路
2745,房38路
2744,M20路|M05路
1413,密37路
1412,659路|571路|847路|983路|503路
2743,专37路
2742,密30路|密32路|密31路|密33路|密36路|密35路|980路快|郊81路|密15路|密57路|密29路|980路|密26路|密25路|密28路|密27路
1411,740路公益西桥|740路|特9路
1410,昌26路
2741,805路
2740,运通106路|夜13路|80路|专6路|56路|101路|102路|103路|61路
1419,951路|661路
2749,591路
1418,838路
1417,昌26路|462路|551路|昌61路|专101路|441路|夜38路
2748,运通114路|运通113路|598路|76路|顺12路区间|959路|436路|481路|531路|运通120路|顺12路|598路区间|546路|专46路
2747,110路|3路|120路|夜24路|403路|413路|24路|418路
1416,兴19路
2760,594路|596路|464路|425路|569路|夜26路|620路|538路
2757,密7路
1426,密7路晚班
2756,920路
1425,929路|892路
1424,26路|运通110路|594路|夜14路|577路|特15路
2755,Y12路
2754,兴55路|兴12路|兴13路北线|兴17路|兴30路支|兴46路|兴21路延长线|兴35路|兴13路南线|兴25支路|兴21路|兴22路|兴25路
1423,房40路|房28路
2753,快速直达专线57路
1422,901路|831路
1421,817路
2752,密15路
1420,运通114路|560路|871路|878路|运通117路|543路
2751,370路|992路|960路|891路
2750,大兴专1路
1429,71路|820路|524路
2759,兴58路
1428,891路
1427,856路|空港6路|顺28路|942路快|顺28路区间道口
2758,金融街1号专线|快速直达专线129路|金融街3号专线|快速直达专线17路
2771,597路
1440,930路
2770,Y33路
1437,637路|561路|夜19路|348路|41路|535路|457路
2768,640路
1436,房16路|房18路|836路张坊|917路快|房31路支线|房41路|917路|房31路|房18路支2
2767,顺24路
2766,H03路
1435,980路快|980路
2765,运通114路|运通112路|运通108路|518路|专28路|476路|562路|577路|449路
1434,通19路
1433,637路|快速直达专线89路|夜7路|57路|23路
2764,平25路|平33路|平11路
2763,通4路
1432,密19路支线|密19路|密20路|密28路|密27路|密21路|密24路
1431,860路|871路
2762,124路|夜18路|夜34路|104路|特11路|108路
1430,Y34路|Y37路
2761,929路
1439,顺26路|顺22路
1438,密32路|密31路|密17路支1|密17路支2|密39路|密34路|密33路|密36路|密35路|密19路支线|密17路|密19路|密20路|密29路|密26路|密28路|密27路|密21路|密24路
2769,122路|夜20路|53路|特3路|特12路
2782,通42路
1451,房36路|房36路区间
1450,密1路
2781,密18路
2780,通15路
2779,通21路
1448,昌19路|昌52路|670路上东廓
1447,856路|顺3路|顺5路|空港2路|顺30路|915路|顺34路|顺32路|顺1路|顺27路|H62路|顺21路|顺22路|915路快|850路快|850路
2778,841路
2777,地铁10号线
1446,兴32路区间
2776,通4路
1445,通15路
2775,867路|936路青龙峡|916路|H62路|867路旅游专线|936路
1444,顺39路
2774,平23路
1443,密18路
2773,638路|28路|378路|513路|专72路|439路|976路|986路
1442,818路|快速直达专线62路
1441,空港5路区间
2772,昌13路
1449,844路区间|兴50路|844路
2793,运通112路|521路|544路
1462,681路|614路|447路|448路|运通123路
2792,3路|夜10路|88路|夜4路|42路|13路|409路|105路|特13路|22路
1461,顺30路
2791,H42路
1460,密6路|密6路支线
2790,Y12路
11504,专70路|670路上东廓
1459,快速直达专线127路|专45路
11503,592路|462路|609路|432路|614路|315路|运通117路|运通119路
1458,兴17路|兴18路|兴20路
2789,303路
2788,365路区间|地铁16号线
11506,370路|961路
1457,郊100路
11505,506路|499路快|499路|587路
2787,南彩1路
1456,532路
1455,快速直达专线55路|通1路|通3路|583路
2786,房46路
11508,918路
11507,941路|337路|914路|527路|574路|545路|546路
1454,兴59路|兴36路
2785,快速直达专线46路|485路|676路
2784,372路
1453,顺28路|顺28路区间汉石桥方向|顺28路区间道口
2783,房13路|房43路|河北庄-朱家坟通勤班车|833路|房21路|房23路|房22路|房25路|房24路
11509,598路|472路|527路|399路|598路区间
1452,地铁亦庄线
11500,868路|密8路支线|密8路|987路
11502,平36路
11501,临6路|快速直达专线33路
1473,990路|511路|专26路
1472,536路
1471,307路|344路快|670路上东廓|407路|625路|夜38路|运通117路
1470,专44路
11515,810路
11514,H41路|H43路|864路|936路青龙峡|H11路|H29路|936路|H30路|H32路|H31路|H33路
1469,密39路
1468,938路卓达三溪塘专线|通27路|快速直达专线113路|668路|801路|通10路|805路|938路|快速直达专线15路
2799,运通115路|665路|846路
11517,通48路
2798,866路|3路|916路快车|915路|918路|123路|980路快|132路|131路|401路|404路|915路快|106路|107路|980路|852路|416路|418路
11516,841路
1467,房21路|房24路
11519,330路|908路|518路|651路|522路|330路快车|633路
1466,684路|116路|夜10路|106路
2797,地铁9号线
1465,638路|378路|513路|专72路|439路|快速直达专线135路|976路|986路
11518,508路|运通110路|375路|594路|331路|429路|562路|307路|355路|运通126路|特19路|549路
2796,659路|619路
1464,606路|609路|运通103路|693路|478路|夜4路|392路|398路|355路|快速直达专线4路|490路|632路
2795,892路
2794,运通110路|567路|快速直达专线29路|547路
1463,H12路|H13路|H25路
11511,密31路|密34路|密29路|密26路|密28路|密27路|密21路
11510,房11路|房35路
11513,兴47路
11512,兴39路
1484,专53路|345路
1483,804路
1482,平15路
1481,684路|116路|75路|44路|夜20路|13路|18路|特2路|特12路
1480,880路
1479,兴27路
1478,房51路
1477,兴52路|兴21支路|兴22路
1476,地铁14号线东段
1475,运通113路|740路公益西桥|645路|386路|740路|658路|快速直达专线7路|660路|490路|983路
1474,824路|808路|809路
1495,7路
1494,Y31路|925路
1493,385路|965路|专91路|327路
1492,326路
1491,房2路|房1路|房33路|房38路
1490,460路|461路
1489,顺17路区间后岭|顺17路区间大洛泡
1488,密34路
1487,兴微5路
1486,通43路|通15路|801路|802路
1485,638路|快速直达专线91路|378路|602路|440路|快速直达专线135路|976路|986路
1499,夜28路|674路|24路
1498,通6路|通勤微60路|通51路
1497,通44路|通52路
1496,昌2路|快速直达专线124路|昌1路|昌55路|快速直达专线138路|884路|885路|郊94路|326路
600,549路
601,H43路|H11路|H29路|H30路|H32路|H31路|H33路
602,顺33路区间
603,637路|561路|夜19路|348路|457路
604,464路
605,M15路
606,地铁14号线
607,房16路|房18路|房41路|917路|房31路|房18路支2
608,房20路
609,机场巴士5线
8909,兴44路
8907,顺48路|顺38路|顺17路
8908,专94路
610,昌35路
611,H41路
612,顺48路|空港9路
8901,829路
613,平36路
8902,兴47路|快速直达专线102路|369路|兴25路
614,昌36路
615,平47路
8900,顺46路
616,75路|125路|430路
617,371路|462路|681路|607路|478路|专21路|专42路
8905,专6路
8906,房15路
618,兴17路|976路|兴20路
619,兴13路北线
8903,801路|805路
8904,昌35路
8920,北苑家园通勤环线
8918,兴11路
8919,637路|638路|临6路|夜19路|348路|457路|677路
620,观光2路|夜18路|夜21路|140路|103路|104路|特11路
621,643路|643路区|884路|885路|326路
622,兴58路
623,平30路
624,556路|954路|827路|829路|474路|369路
8912,510路|601路|84路|夜9路|620路|21路
8913,375路|438路|快速直达专线4路|特15路|632路
625,470路
626,940路|郊87路|841路
8910,469路|539路
8911,Y19路
627,空港5路
628,密32路|密38路|密33路|密36路|密35路|密25路
8916,龙湾屯1路南线
629,H40路|兴20路
8917,H43路|H11路|H29路|H30路|H32路|H31路|H33路
8914,昌31路
8915,945路
8930,采育-劲松临时线
11580,Y30路
8931,机场巴士16线
11582,夜22路|410路
7600,M18路
10251,专169路
10250,房52路|房37路支线|房40路|房37路
11581,70路|专13路|957路|运通102路|14路|66路
8929,顺21路
630,机场巴士13号线
631,昌12路|H32路
632,通5路|通58路
633,938路卓达三溪塘专线|通9路|805路|938路
634,829路
11584,顺48路|顺17路区间后岭|顺21路|顺21路区间|顺17路|顺17路区间大洛泡
10253,466路
635,兴14路
8923,兴30路
10252,顺48路
8924,兴12路|兴47路|兴36路|842路|844路|848路|937路
11583,龙湾屯1路南线|空港8路
636,通2路|通14路
11586,H40路
10255,339路
8921,824路|通勤微60路
637,夜7路|483路|夜30路|459路
11585,506路|499路|587路
638,密31路
10254,顺40路|顺39路
8922,910路
639,593路|快速直达专线117路|403路|851路|854路|418路
10257,335路|414路
11588,专118路|301路|夜26路|快速直达专线141路|530路|快速直达专线28路
8927,通48路|通49路|808路|809路
10256,快速直达专线46路|快速直达专线40路|954路|957路|兴36路|485路|369路|676路|快速直达专线109路
8928,951路|830路|978路|458路|329路
11587,平38路|平34路
10259,H40路|H44路|H03路|H06路|H09路|H08路|H22路支线|936路青龙峡|H52路|H54路|H10路|H14路|H53路环线|H60路|H62路|H61路|H22路区间|H63路|H22路|H21路|H38路|H37路
8925,房46路
11589,690路|532路|364路
10258,585路|502路
8926,平14路
11591,113路|运通107路|650路|350路|402路|405路|夜30路|140路|夜34路|671路|673路|快速直达专线144路
10260,密38路|密37路|密39路|密34路|密云-司马台专|密50路|密52路|密51路|密19路支线|密19路|密57路|密20路|密29路|密38路支线|密26路|密25路|密28路|密27路|密21路|密24路
8941,昌52路
11590,专101路
8942,M19路
10262,密30路|密32路|密31路|密17路支4|密33路|密36路|密35路|密8路支线|密8路|郊80路|密18路|密17路|密16路|密15路|密57路|密12路|密29路|密26路|密25路|密28路
11593,78路|308路|717路|特5路
7611,房47路|房36路
7610,顺36路区间|H52路|H61路|970路|郊89路
10261,H13路
8940,房21路
11592,专40路
7609,940路
640,115路|95路
641,364路
642,75路|119路|123路|夜6路|夜36路
643,昌13路空军第二十三厂
644,H19路|H38路
645,兴56路
10264,26路|运通201路|运通101路快|425路|79路|运通101路|699路|651路|425路快车|355路|夜30路|特8路|361路|365路|323路
7602,兴54路|兴28路区间
11595,949路
8934,兴17路
646,Y04路
8935,通28路|通31路
647,房47路
7601,通勤路快线
11594,专3路
10263,Y01路
10266,505路|运通112路|331路|563路|563路区间
648,顺41路|顺20路区间|顺40路|顺45路|顺39路|顺33路|顺18路区间|顺23路|顺24路|顺28路|顺20路|顺33路区间|顺18路|顺15路|顺28路区间汉石桥方向|顺28路区间道口|顺19路
7604,房12路|房38路|房27路
11597,640路|夜3路|408路
8932,87路
11596,460路|461路|专102路
649,快速直达专线95路|快速直达专线112路|快速直达专线110路|快速直达专线119路|692路|477路|967路|969路|快速直达专线30路|480路|840路
10265,昌66路|快速直达专线106路
8933,868路|密8路支线|密8路|987路
7603,589路
7606,房13路支线
10268,994路|965路
11599,地铁亦庄线
8938,435路|通4路|807路|587路
11598,507路|568路
8939,993路|835路|835路快|快速直达专线63路
7605,Y22路
10267,H24路
8936,房18路|917路
7608,平62路
7607,945路|905路|985路区
10269,地铁8号线
8937,H51路
7620,专59路|529路
8952,H05路环线|兴13路南线|兴39路
8953,681路|运通105路|562路|432路|699路|614路|664路|运通126路|运通124路|特4路|365路|982路
8950,Y12路|Y13路|房33路|Y32路|Y38路
11560,820路
7622,通3路
7621,房12路|房19路
8951,860路
10239,640路|641路|359路
10238,房49路|房48路|房33路
650,空港6路
11569,393路|特4路|运通118路|636路
651,804路
652,940路|地铁4号线大兴线|947路|兴52路|兴21支路|954路|兴48路|829路|968路|631路快|840路|兴微7路|456路|410路|631路
653,兴36路
654,通38路|通13路
655,地铁1号线
656,553路|605路
8945,兴53路
657,房51路|房34路
10231,房51路
7613,运通113路|334路|611路|701路
11562,专55路
7612,938路卓达三溪塘专线|通22路|938路
10230,地铁10号线|地铁14号线|820路|821路|运通103路|300路快|349路|夜7路|968路|快速直达专线134路|夜30路|特8路|特7路|特2路|夜36路|323路|67路
658,951路|快速直达专线24路|321路|458路|459路|983路
8946,夜10路|59路
11561,835路|房39路|835路快|快速直达专线63路|房27路
8943,兴11路
10233,868路|987路
659,通2路|834路
7615,兴21路延长线|兴21路
11564,开发区2路|开发区5路
11563,房18路
8944,Y22路
10232,M01路|M02路|M08路|M09路|M11路|M14路|M12路|892路
7614,Y40路
10235,郊100路|平20路|H52路|平34路|郊82路|H61路|平15路|平14路|918路关上|平18路|平17路
7617,330路|908路|642路|651路
8949,平28路|918路区|平50路|平45路
11566,956路|895路
7616,专13路|54路
11565,顺29路
10234,房38路
11568,房16路
8947,377路|72路|556路|646路|夜12路|夜18路|48路|51路|特14路|66路
7619,房13路支线
10237,兴21支路
7618,兴33路
10236,396路
11567,970路|郊89路
8948,顺13路
8960,27路|运通201路|77路|645路|693路|86路|653路|437路|701路|967路|夜30路|特8路|323路|634路
6300,顺40路|顺39路|918路|空港7路|918路关上|顺19路
7631,819路
8963,密29路
8964,兴16路|957路|兴47路|兴48路|兴微13路|841路|369路|兴25路
7630,391路
8961,观光1线|夜17路|120路|夜2路|93路|622路|59路|17路|特11路|20路
11571,959路|977路快定班|977路
7633,通31路|通12路
6302,密19路|密20路|密21路|密24路
10240,850路
6301,590路|昌68路
11570,862路|867路|936路
7632,房34路
8962,929路
660,553路|640路|特16路
661,736路|958路|夜5路|308路
10249,875路
662,811路|372路|435路|通1路|615路|924路|夜27路|666路|667路|316路|317路|626路|804路|806路|808路|322路|通19路
663,956路|专93路
664,运通113路|374路|740路公益西桥|740路|528路|982路|983路
665,927路
666,平50路
667,976路
11573,房17路|房19路
7624,553路|659路|571路|847路|快速直达专线101路|特16路
668,H22路支线|H14路|H60路|H21路|H37路
8956,顺13路
10242,494路
10241,940路|兴17路|房31路|兴35路|兴20路
11572,兴54路|兴11路|兴21支路|兴28路区间
669,H43路|H11路|H29路|H30路|H32路|H31路|H33路
8957,121路|夜13路|80路|快速公交4线|612路|101路|102路|103路|61路
7623,平37路|平18路
10244,377路|821路|运通102路|夜15路|84路|夜4路|741路|夜20路|454路|458路|特17路
8954,917路快
7626,910路
11575,通19路
10243,118路|3路|42路|夜3路|612路|夜21路|13路|60路
7625,密37路|密50路|密51路|密38路支线|密22路|密23路
11574,H54路|H63路
8955,密11路
7628,兴16路
11577,H22路支线|H14路|H60路|H21路|H37路
10246,650路|快速直达专线78路
7627,941路|941路快|477路|568路|309路|57路|982路
10245,904路|837路区|837路
11576,运通102路|525路|特11路|兴26路
10248,962路
8958,M13路
11579,密22路
11578,地铁10号线|516路|499路快|300路快|300路|302路|701路|95路|高铁快巴1线|402路|405路|夜30路|夜32路|848路|机场巴士1线|特8路|499路|450路|671路|672路|675路|快速直达专线144路|416路|503路
8959,专12路
7629,536路|675路|413路|418路
10247,通14路
8970,357路|昌33路
8971,558路|441路|636路
7640,941路|运通115路|952路|941路快|568路|624路|982路|983路
7642,650路|571路|672路
8974,密18路
6311,810路快
7641,557路|快速直达专线42路|618路
8975,55路
6310,兴62路
8972,462路|昌61路|快速直达专线128路|专121路
7644,房32路
6313,兴22路
8973,864路|936路
6312,密8路支线
7643,H19路|H38路
670,密1路|密8路|密1路西线
11548,昌66路|昌52路
671,密36路
10217,顺25路
10216,H15路|H29路
672,961路
11547,兴27路
10219,945路|郊100路|昌51路|昌51路区间
673,密5路
674,590路|559路|昌3路
11549,906路
10218,647路
675,房37路支线
676,金融街1号专线
677,兴37路
678,平3路
6304,H46路
7635,顺5路
11540,Y23路
8967,941路快|568路
679,兴32路
6303,兴59路|兴12路|兴14路|兴36路|842路|844路|848路|937路|兴26路
8968,558路|520路
7634,M11路
11542,509路
8965,469路|539路
6306,房47路|978路
10211,通14路
7637,房21路|房20路|房23路|房22路|房25路|房24路
7636,运通112路|331路|563路|563路区间|特5路
8966,866路
11541,384路
10210,341路
6305,专109路
10213,昌22路|昌2路|昌1路|昌55路|昌35路
11544,H61路
7639,Y08路
6308,专167路
11543,989路
10212,Y12路|Y11路|Y13路|Y32路
6307,兴50路
7638,575路
8969,密34路|密19路支线|密19路|密26路|密28路|密27路|密21路|密24路
10215,926路|兴20路
11546,兴微12路
6309,M21路|M17路|M19路|892路
11545,M21路|929路木城涧|929路|M17路|M19路|892路
10214,昌70路
8981,昌69路|357路
8982,夜14路|运通103路|86路|快速直达专线35路|92路|94路|16路|特19路
6320,昌61路|560路|871路|521路|878路|地铁昌平线
7651,地铁7号线
8980,房16路|917路
7650,地铁房山线
7653,844路区间|844路
8985,夜7路|483路|夜30路|67路
6322,兴30路|842路|937路
7652,密13路
6321,973路
8986,地铁7号线
6324,370路|373路|337路|76路|1路|夜1路|624路|运通120路|64路
8983,684路|夜6路|13路
7655,专162路
7654,333路|518路|606路|607路|609路|运通103路|693路|478路|夜4路|305路|307路|618路|392路|398路|355路|670路上东廓|889路|407路|625路|夜38路|490路|328路|632路
6323,838路
8984,938路
680,449路
681,房30路
682,兴53路|兴35路|兴37路|456路
10228,638路|29路|957路|122路|夜19路|夜20路|139路|52路|674路|特12路
